,price,Индекс стоимости грузоперевозок,Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,цена,Базовый индекс потребительских цен на товары и услуги,Ключевая ставка,Курс доллара,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство арматуры Сортовой прокат_Прутки прочие,Производство сырья ЖРС_Агломерат,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Концентрат для дообогащения,Производство сырья ЖРС_Окатыши,Производство сырья Кокс_Кокс валовый,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Коксовые,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Коксовые,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Мартен,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Концентрат,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Концентрат для дообогащения,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Жирные,Поставки Концентрат коксующегося угля_Коксовые,Поставки Концентрат коксующегося угля_Отощающие,Поставки Кокс_Кокс доменный,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Концентрат,Поставки ЖРС_Концентрат для дообогащения,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Концентрат,Спрос ЖРС_Концентрат для дообогащения,Спрос ЖРС_Окатыши,Спрос Металлизованная продукция_ГБЖ,Спрос Кокс_Кокс доменный,Спрос Концентрат коксующегося угля_Жирные,Спрос Концентрат коксующегося угля_Коксовые,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Концентрат,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Арматура,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Аглоруда,Экспорт сырья ЖРС_Концентрат,Экспорт сырья ЖРС_Окатыши,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Кокс_Мелочь коксовая,Экспорт сырья Кокс_Орешек коксовый,Экспорт сырья Концентрат коксующегося угля_Жирные,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Экспорт арматуры Сортовой прокат_Прутки прочие,Цена на бензин,Цена на дт,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",price_diff,price_seasonal_diff,price_lag_1,price_lag_4,price_lag_8,price_lag_12
2022-05-09,56000.0,1238.0,62.762362800000005,48.4643772,1062.7985220000537,242.97896560000288,3.0139199999999997,92.21369580000002,52.89577720000001,2.8997779186000003,1.3057774875999992,4288.034,5751.942,0.0024039338,640.6179999999999,221.9184,836.8,101.688,14.0,67.67936666666667,758.0,298.8,266.0,4664.6,470.6,9524.2,603.0,4740.4,2179.0,3785.6,2121.4,374.6,371.8,273.0,372.6,4034.4,1450.0,1540.6,3898.2,139.6,6098.0,2070.2,4312.6,3562.8,303.8,2896.2,493.2,450.6,583.0,207.6,194.6,1411.2,1385.4,93.0,462.4,1.8,17.4,303.8,449.8,3144.8,493.0,2669.4,303.8,449.8,3563.4,493.0,2819.2,61.6,462.4,1519.0,1304.6,93.0,418.6,227.6,35.2,55.8,17.8,4.6,8.8,394.2,341.8,30.0,0.0,4.0,113.4,128.0,15.8,0.0,45.0,175.4,92.4,70.6,51.476,53.484,21400.0,487.0,32249.0,29951.0,31017.0,143.0,675.0,18000.0,182.5,488.0,467.0,850.0,550.0,14000.0,31982.0,121.5,24000.0,40500.0,30523.0,19250.0,560.0,3650.0,7000.0,42000.0,494.0,10900.0,535.0,32880.0,24000.0,537.0,555.0,19180.0,14500.0,815.0,575.0,10929.0,7233.0,3605.0,68.0,111.0,174.0,145.5,210.0,-2000.0,-9500.0,58000.0,67500.0,74000.0,65500.0
2022-05-16,54000.0,1210.0,66.1253446,49.7211524,1101.4611840000443,252.23366220000244,3.12114,97.06271960000002,54.810152400000014,3.0574725672,1.3536948461999994,4300.907999999999,5727.3240000000005,0.0025438675999999998,690.2199999999999,219.7798,807.0,101.366,14.0,66.1368,770.0,303.6,271.0,4789.2,485.2,9757.4,624.0,4771.8,2210.0,3978.2,2181.8,379.2,385.6,279.0,366.2,4218.8,1553.0,1536.2,3955.4,139.2,6200.0,2115.4,4397.2,3672.6,311.6,2995.4,507.4,450.2,586.0,215.2,203.2,1479.4,1448.8,102.0,456.8,1.6,21.8,311.6,449.6,3274.6,507.0,2774.8,311.6,449.6,3672.8,507.0,2914.4,64.2,456.8,1594.0,1388.2,102.0,398.2,221.2,32.4,66.6,20.6,4.2,9.6,427.4,329.6,36.0,0.0,3.0,118.8,96.0,13.6,0.0,44.0,184.8,88.8,67.2,51.452,53.428,21400.0,445.0,31462.0,28736.0,30791.0,130.0,690.0,18000.0,165.5,443.0,425.0,850.0,525.0,14000.0,31548.0,108.5,24000.0,40500.0,30082.0,19250.0,450.0,3650.0,7000.0,42000.0,493.0,10900.0,492.5,32910.0,24000.0,495.0,535.0,19180.0,14500.0,815.0,530.0,10929.0,7233.0,3605.0,68.0,111.0,174.0,145.5,210.0,-2000.0,-15000.0,56000.0,64000.0,67000.0,69000.0
2022-05-23,50000.0,1189.0,69.48832639999999,50.9779276,1140.1238460000347,261.488358800002,3.22836,101.9117434,56.724527600000016,3.2151672158,1.4016122047999997,4313.782,5702.706,0.0026838013999999997,739.8219999999999,217.6412,798.4,101.04400000000001,14.0,62.36818000000001,782.0,308.4,276.0,4913.8,499.8,9990.6,645.0,4803.2,2241.0,4170.8,2242.2,383.8,399.4,285.0,359.8,4403.2,1656.0,1531.8,4012.6,138.8,6302.0,2160.6,4481.8,3782.4,319.4,3094.6,521.6,449.8,589.0,222.8,211.8,1547.6,1512.2,111.0,451.2,1.4,26.200000000000003,319.4,449.4,3404.4,521.0,2880.2,319.4,449.4,3782.2,521.0,3009.6,66.8,451.2,1669.0,1471.8,111.0,377.8,214.8,29.6,77.4,23.4,3.8,10.4,460.6,317.4,42.0,0.0,2.0,124.2,64.0,11.399999999999999,0.0,43.0,194.2,85.2,63.8,51.428000000000004,53.372,21400.0,417.0,29099.0,26720.0,28480.0,131.0,570.0,18000.0,166.5,418.0,415.0,770.0,510.0,14000.0,29528.0,109.5,24000.0,40500.0,27356.0,19250.0,468.0,3650.0,7000.0,42000.0,495.0,10900.0,465.0,30626.0,24000.0,469.0,515.0,19180.0,14500.0,800.0,510.0,10929.0,7233.0,3605.0,68.0,111.0,174.0,145.5,210.0,-4000.0,-28000.0,54000.0,61500.0,69500.0,78000.0
2022-05-30,46000.0,1153.0,72.85130819999998,52.2347028,1178.7865080000254,270.7430554000016,3.33558,106.7607672,58.63890280000001,3.3728618644,1.4495295633999998,4326.656,5678.088000000001,0.0028237352,789.424,215.5026,804.2,100.72200000000001,12.8,59.98594000000001,794.0,313.2,281.0,5038.4,514.4,10223.8,666.0,4834.6,2272.0,4363.4,2302.6,388.4,413.2,291.0,353.4,4587.6,1759.0,1527.4,4069.8,138.4,6404.0,2205.8,4566.4,3892.2,327.2,3193.8,535.8,449.4,592.0,230.4,220.4,1615.8,1575.6,120.0,445.6,1.2,30.6,327.2,449.2,3534.2,535.0,2985.6,327.2,449.2,3891.6,535.0,3104.8,69.4,445.6,1744.0,1555.4,120.0,357.4,208.4,26.8,88.2,26.2,3.4,11.2,493.8,305.2,48.0,0.0,1.0,129.6,32.0,9.2,0.0,42.0,203.6,81.6,60.4,51.404,53.315999999999995,21400.0,412.0,23603.0,23317.0,21615.0,133.0,567.5,18000.0,169.5,415.0,411.0,700.0,500.0,14000.0,23798.0,111.5,24000.0,40500.0,21574.0,19250.0,447.0,3650.0,7000.0,42000.0,464.0,10900.0,462.5,25964.0,24000.0,461.0,465.0,19180.0,14500.0,735.0,485.0,10809.0,7110.0,3864.0,69.0,109.0,172.0,119.0,181.0,-4000.0,-31000.0,50000.0,58000.0,69500.0,77000.0
2022-06-06,43500.0,1141.0,76.21428999999998,53.491478,1217.449170000016,279.9977520000012,3.4428,111.609791,60.55327800000001,3.530556513,1.497446922,4339.53,5653.47,0.002963669,839.026,213.364,761.0,100.4,11.0,61.94372,806.0,318.0,286.0,5163.0,529.0,10457.0,687.0,4866.0,2303.0,4556.0,2363.0,393.0,427.0,297.0,347.0,4772.0,1862.0,1523.0,4127.0,138.0,6506.0,2251.0,4651.0,4002.0,335.0,3293.0,550.0,449.0,595.0,238.0,229.0,1684.0,1639.0,129.0,440.0,1.0,35.0,335.0,449.0,3664.0,549.0,3091.0,335.0,449.0,4001.0,549.0,3200.0,72.0,440.0,1819.0,1639.0,129.0,337.0,202.0,24.0,99.0,29.0,3.0,12.0,527.0,293.0,54.0,0.0,0.0,135.0,0.0,7.0,0.0,41.0,213.0,78.0,57.0,51.38,53.26,14000.0,396.0,21843.0,19757.0,20122.0,139.0,550.0,9500.0,175.5,391.0,390.0,660.0,497.0,8000.0,18829.0,116.5,20000.0,25000.0,19499.0,15125.0,430.0,2825.0,4775.0,33000.0,418.0,6025.0,437.5,23137.0,19500.0,440.0,510.0,14100.0,10750.0,715.0,460.0,10809.0,7110.0,3864.0,69.0,109.0,172.0,119.0,181.0,-2500.0,-30500.0,46000.0,56000.0,67500.0,74000.0
2022-06-13,42000.0,1127.0,85.1039475,57.4660585,1298.4328975000053,319.8516192500007,3.7098000000000004,128.18338575,65.26728600000001,3.79971609975,1.6182845167500002,4371.8099999999995,5804.05,0.0029441205,786.21075,228.1065,725.1,100.345,11.0,59.692319999999995,784.25,318.75,290.0,5067.75,522.25,10272.5,680.25,4824.25,2264.75,4436.75,2381.0,384.75,424.5,294.25,318.25,4641.75,1906.5,1550.75,4046.25,132.75,6421.75,2252.5,4575.75,3914.5,336.25,3161.5,587.75,446.5,591.5,240.5,226.0,1613.25,1570.0,124.25,443.5,1.0,33.75,336.25,446.5,3661.5,587.25,2999.25,336.25,446.5,3914.25,587.25,3081.0,66.0,443.5,1734.75,1570.0,124.25,252.75,162.0,23.5,87.5,22.25,3.75,14.5,493.25,249.25,51.0,0.0,0.0,121.0,14.25,7.75,0.0,35.0,194.75,76.75,64.25,51.375,53.254999999999995,14000.0,381.0,20112.0,17185.0,18736.0,145.0,540.0,9500.0,179.5,381.0,374.0,640.0,490.0,8000.0,18445.0,122.5,20000.0,25000.0,17655.0,15125.0,463.0,2825.0,4775.0,33000.0,393.0,6025.0,422.5,21258.0,19500.0,424.0,515.0,14100.0,10750.0,685.0,450.0,10809.0,7110.0,3864.0,69.0,109.0,172.0,119.0,181.0,-1500.0,-25000.0,43500.0,54000.0,64000.0,67000.0
2022-06-20,43000.0,1120.0,93.99360500000003,61.440639000000004,1379.4166249999944,359.70548650000023,3.9768000000000003,144.75698050000005,69.98129400000002,4.0688756865,1.7391221115000004,4404.09,5954.63,0.0029245720000000003,733.3955,242.849,697.375,100.29,9.5,56.83355,762.5,319.5,294.0,4972.5,515.5,10088.0,673.5,4782.5,2226.5,4317.5,2399.0,376.5,422.0,291.5,289.5,4511.5,1951.0,1578.5,3965.5,127.5,6337.5,2254.0,4500.5,3827.0,337.5,3030.0,625.5,444.0,588.0,243.0,223.0,1542.5,1501.0,119.5,447.0,1.0,32.5,337.5,444.0,3659.0,625.5,2907.5,337.5,444.0,3827.5,625.5,2962.0,60.0,447.0,1650.5,1501.0,119.5,168.5,122.0,23.0,76.0,15.5,4.5,17.0,459.5,205.5,48.0,0.0,0.0,107.0,28.5,8.5,0.0,29.0,176.5,75.5,71.5,51.370000000000005,53.25,14000.0,339.0,18343.0,16334.0,18221.0,131.0,515.0,9500.0,164.5,340.0,333.0,590.0,453.0,8000.0,17335.0,108.5,20000.0,25000.0,16963.0,15125.0,400.0,2825.0,4775.0,33000.0,392.0,6025.0,377.5,20827.0,19500.0,378.0,487.5,14100.0,10750.0,630.0,432.5,10809.0,7110.0,3864.0,69.0,109.0,172.0,119.0,181.0,1000.0,-26500.0,42000.0,50000.0,61500.0,69500.0
2022-06-27,44000.0,1111.0,102.88326250000007,65.4152195,1460.4003524999837,399.55935374999973,4.2438,161.3305752500001,74.69530200000001,4.33803527325,1.8599597062500008,4436.37,6105.21,0.0029050235000000002,680.58025,257.5915,685.3,100.23500000000001,9.5,54.16816,740.75,320.25,298.0,4877.25,508.75,9903.5,666.75,4740.75,2188.25,4198.25,2417.0,368.25,419.5,288.75,260.75,4381.25,1995.5,1606.25,3884.75,122.25,6253.25,2255.5,4425.25,3739.5,338.75,2898.5,663.25,441.5,584.5,245.5,220.0,1471.75,1432.0,114.75,450.5,1.0,31.25,338.75,441.5,3656.5,663.75,2815.75,338.75,441.5,3740.75,663.75,2843.0,54.0,450.5,1566.25,1432.0,114.75,84.25,82.0,22.5,64.5,8.75,5.25,19.5,425.75,161.75,45.0,0.0,0.0,93.0,42.75,9.25,0.0,23.0,158.25,74.25,78.75,51.365,53.245000000000005,14000.0,297.0,18306.0,15790.0,17846.0,114.0,490.0,9500.0,146.5,309.0,292.0,560.0,403.0,8000.0,17107.0,91.5,20000.0,25000.0,16514.0,15125.0,365.0,2825.0,4775.0,33000.0,371.0,6025.0,337.5,20230.0,19500.0,337.0,460.0,14100.0,10750.0,612.5,390.0,6778.0,4950.0,2760.0,56.0,74.0,108.0,118.0,178.5,1000.0,-25500.0,43000.0,46000.0,58000.0,69500.0
2022-07-04,45000.0,1134.0,111.7729200000001,69.38980000000001,1541.384079999973,439.4132209999992,4.510800000000001,177.9041700000001,79.40931000000002,4.60719486,1.980797301000001,4468.65,6255.79,0.002885475,627.765,272.334,683.6800000000001,100.18,9.5,52.754380000000005,719.0,321.0,302.0,4782.0,502.0,9719.0,660.0,4699.0,2150.0,4079.0,2435.0,360.0,417.0,286.0,232.0,4251.0,2040.0,1634.0,3804.0,117.0,6169.0,2257.0,4350.0,3652.0,340.0,2767.0,701.0,439.0,581.0,248.0,217.0,1401.0,1363.0,110.0,454.0,1.0,30.0,340.0,439.0,3654.0,702.0,2724.0,340.0,439.0,3654.0,702.0,2724.0,48.0,454.0,1482.0,1363.0,110.0,0.0,42.0,22.0,53.0,2.0,6.0,22.0,392.0,118.0,42.0,0.0,0.0,79.0,57.0,10.0,0.0,17.0,140.0,73.0,86.0,51.36,53.24,14000.0,303.0,18054.0,16063.0,17223.0,121.0,487.5,9500.0,149.5,311.0,298.0,540.0,378.0,8000.0,17134.0,98.5,20000.0,25000.0,16006.0,15125.0,360.0,2825.0,4775.0,33000.0,331.0,6025.0,342.5,19477.0,19500.0,343.0,425.0,14100.0,10750.0,590.0,390.0,6778.0,4950.0,2760.0,56.0,74.0,108.0,118.0,178.5,1000.0,-22500.0,44000.0,43500.0,56000.0,67500.0
2022-07-11,45500.0,1137.0,112.39586000000007,71.2617925,1570.9138449999682,442.36160899999976,4.6363,170.97842500000007,80.8661,4.7041873249999995,2.013275454000001,4518.674999999999,6288.0599999999995,0.0031726427500000003,718.30875,288.927,683.5,100.09,9.5,60.183539999999994,716.5,319.5,283.25,4782.0,506.25,9778.75,653.0,4707.0,2122.25,4111.0,2470.5,348.75,420.0,275.0,230.0,4384.25,2050.25,1593.5,3815.5,120.25,6166.75,2240.0,4328.5,3680.0,338.75,2716.5,689.25,459.5,576.25,243.25,206.0,1379.25,1341.5,104.75,434.75,0.75,31.25,338.75,459.25,3665.75,690.0,2684.0,338.75,459.25,3665.75,690.0,2684.0,61.5,434.25,1455.25,1341.5,104.75,15.25,31.5,23.0,46.0,1.5,5.25,18.5,427.25,121.5,31.75,0.0,0.0,104.25,79.0,8.75,2.0,27.0,141.75,76.5,77.5,51.3575,53.2325,8900.0,356.0,18268.0,15297.0,17148.0,113.0,492.5,7500.0,139.5,366.0,353.0,520.0,383.0,6500.0,16544.0,90.5,11000.0,18000.0,15790.0,8750.0,390.0,2025.0,3325.0,29900.0,302.0,4825.0,402.5,19166.0,11000.0,398.0,430.0,8640.0,6500.0,590.0,420.0,6778.0,4950.0,2760.0,56.0,74.0,108.0,118.0,178.5,500.0,-18500.0,45000.0,42000.0,54000.0,64000.0
2022-07-18,47000.0,1137.0,113.01880000000006,73.13378499999999,1600.4436099999634,445.3099970000003,4.761800000000001,164.05268000000007,82.32288999999997,4.80117979,2.0457536070000004,4568.7,6320.33,0.0034598105,808.8525,305.52,682.5,100.0,9.5,58.95598,714.0,318.0,264.5,4782.0,510.5,9838.5,646.0,4715.0,2094.5,4143.0,2506.0,337.5,423.0,264.0,228.0,4517.5,2060.5,1553.0,3827.0,123.5,6164.5,2223.0,4307.0,3708.0,337.5,2666.0,677.5,480.0,571.5,238.5,195.0,1357.5,1320.0,99.5,415.5,0.5,32.5,337.5,479.5,3677.5,678.0,2644.0,337.5,479.5,3677.5,678.0,2644.0,75.0,414.5,1428.5,1320.0,99.5,30.5,21.0,24.0,39.0,1.0,4.5,15.0,462.5,125.0,21.5,0.0,0.0,129.5,101.0,7.5,4.0,37.0,143.5,80.0,69.0,51.355000000000004,53.225,8900.0,370.0,20207.0,16673.0,18308.0,103.0,492.5,7500.0,129.5,371.0,364.0,460.0,395.0,6500.0,17103.0,80.5,11000.0,18000.0,16212.0,8750.0,410.0,2025.0,3325.0,29900.0,272.0,4825.0,412.5,19955.0,11000.0,409.0,425.0,8640.0,6500.0,500.0,455.0,6778.0,4950.0,2760.0,56.0,74.0,108.0,118.0,178.5,1500.0,-14500.0,45500.0,43000.0,50000.0,61500.0
2022-07-25,47500.0,1170.0,113.64174000000003,75.00577749999997,1629.9733749999589,448.2583850000009,4.887300000000001,157.12693500000003,83.77967999999996,4.898172255,2.0782317600000004,4618.725,6352.6,0.0037469782499999996,899.39625,322.113,682.5,99.91,9.2,56.143539999999994,711.5,316.5,245.75,4782.0,514.75,9898.25,639.0,4723.0,2066.75,4175.0,2541.5,326.25,426.0,253.0,226.0,4650.75,2070.75,1512.5,3838.5,126.75,6162.25,2206.0,4285.5,3736.0,336.25,2615.5,665.75,500.5,566.75,233.75,184.0,1335.75,1298.5,94.25,396.25,0.25,33.75,336.25,499.75,3689.25,666.0,2604.0,336.25,499.75,3689.25,666.0,2604.0,88.5,394.75,1401.75,1298.5,94.25,45.75,10.5,25.0,32.0,0.5,3.75,11.5,497.75,128.5,11.25,0.0,0.0,154.75,123.0,6.25,6.0,47.0,145.25,83.5,60.5,51.3525,53.2175,8900.0,348.0,21962.0,16962.0,20147.0,98.0,525.0,7500.0,124.5,349.0,342.0,460.0,390.0,6500.0,18040.0,75.5,11000.0,18000.0,17776.0,8750.0,410.0,2025.0,3325.0,29900.0,257.0,4825.0,385.0,20489.0,11000.0,387.0,400.0,8640.0,6500.0,500.0,475.0,6778.0,4950.0,2760.0,56.0,74.0,108.0,118.0,178.5,500.0,-10500.0,47000.0,44000.0,46000.0,58000.0
2022-08-01,47500.0,1200.0,114.26468,76.87776999999996,1659.503139999954,451.2067730000014,5.0128,150.20119,85.23646999999994,4.99516472,2.110709913,4668.75,6384.87,0.004034146,989.94,338.706,671.842,99.82,8.0,59.63511999999999,709.0,315.0,227.0,4782.0,519.0,9958.0,632.0,4731.0,2039.0,4207.0,2577.0,315.0,429.0,242.0,224.0,4784.0,2081.0,1472.0,3850.0,130.0,6160.0,2189.0,4264.0,3764.0,335.0,2565.0,654.0,521.0,562.0,229.0,173.0,1314.0,1277.0,89.0,377.0,0.0,35.0,335.0,520.0,3701.0,654.0,2564.0,335.0,520.0,3701.0,654.0,2564.0,102.0,375.0,1375.0,1277.0,89.0,61.0,0.0,26.0,25.0,0.0,3.0,8.0,533.0,132.0,1.0,0.0,0.0,180.0,145.0,5.0,8.0,57.0,147.0,87.0,52.0,51.35,53.21,8900.0,317.0,23751.0,17547.0,21835.0,112.0,445.0,7500.0,127.5,319.0,310.0,460.0,380.0,6500.0,19731.0,79.5,11000.0,18000.0,19730.0,8750.0,400.0,2025.0,3325.0,29900.0,227.0,4825.0,355.0,22020.0,11000.0,355.0,422.5,8640.0,6500.0,495.0,435.0,4602.0,3405.0,1984.0,41.0,51.0,72.0,90.0,159.0,0.0,-8500.0,47500.0,45000.0,43500.0,56000.0
2022-08-08,49000.0,1198.0,110.54231,77.02360799999997,1672.030793999952,486.16808460000163,5.17952,146.9907644,87.74328199999995,5.1624274824,2.1581988786000004,4695.76,6457.7699999999995,0.004014124799999999,943.7222,336.0118,636.9,99.856,8.0,60.61502,724.2,303.0,216.8,4731.0,505.0,9731.2,630.8,4667.0,2018.4,4173.2,2568.4,351.2,429.0,250.4,245.0,4662.0,2052.0,1459.0,3790.0,128.4,6014.6,2105.4,4229.4,3639.6,327.6,2508.4,660.0,483.8,565.6,218.8,166.6,1343.2,1253.6,89.0,375.8,0.0,38.6,327.6,482.8,3588.8,660.0,2507.2,327.6,482.8,3588.8,660.0,2507.2,91.2,374.2,1392.0,1253.6,89.0,48.8,0.0,23.4,36.4,0.0,3.2,7.2,526.4,116.0,8.0,0.0,0.0,162.8,157.2,5.0,6.4,56.6,157.8,85.4,48.2,51.338,53.216,7750.0,321.0,25568.0,21195.0,23534.0,109.0,435.0,6500.0,123.5,325.0,315.0,455.0,370.0,5750.0,22180.0,76.5,10500.0,14500.0,21650.0,7950.0,390.0,2000.0,3350.0,23250.0,220.0,4575.0,355.0,24183.0,10500.0,360.0,422.5,7860.0,5400.0,470.0,420.0,4602.0,3405.0,1984.0,41.0,51.0,72.0,90.0,159.0,1500.0,-5000.0,47500.0,45500.0,42000.0,54000.0
2022-08-15,47500.0,1211.0,106.81994000000002,77.16944599999998,1684.55844799995,521.1293962000019,5.34624,143.78033879999998,90.25009399999996,5.3296902448,2.2056878442000003,4722.77,6530.67,0.0039941036,897.5044,333.3176,655.4,99.892,8.0,60.534839999999996,739.4,291.0,206.6,4680.0,491.0,9504.4,629.6,4603.0,1997.8,4139.4,2559.8,387.4,429.0,258.8,266.0,4540.0,2023.0,1446.0,3730.0,126.8,5869.2,2021.8,4194.8,3515.2,320.2,2451.8,666.0,446.6,569.2,208.6,160.2,1372.4,1230.2,89.0,374.6,0.0,42.2,320.2,445.6,3476.6,666.0,2450.4,320.2,445.6,3476.6,666.0,2450.4,80.4,373.4,1409.0,1230.2,89.0,36.6,0.0,20.8,47.8,0.0,3.4,6.4,519.8,100.0,15.0,0.0,0.0,145.6,169.4,5.0,4.8,56.2,168.6,83.8,44.4,51.326,53.222,7750.0,357.0,26015.0,21461.0,23841.0,109.0,455.0,6500.0,123.5,362.0,350.0,455.0,385.0,5750.0,22858.0,76.5,10500.0,14500.0,22016.0,7950.0,390.0,2000.0,3350.0,23250.0,238.0,4575.0,390.0,24832.0,10500.0,395.0,422.5,7860.0,5400.0,465.0,430.0,4602.0,3405.0,1984.0,41.0,51.0,72.0,90.0,159.0,-1500.0,-2500.0,49000.0,47000.0,43000.0,50000.0
